restaurant name,restaurant type,rate (out of 5),num of ratings,avg cost (two people),online_order,table booking,cuisines type,area,local address
Canopy Flavours,Cafe,2.6,49,450.0,0,0,Fast Food,HSR,HSR
Canton,Casual Dining,3.4,197,800.0,1,0,Chinese,Jayanagar,Jayanagar
Canton,Casual Dining,3.4,197,800.0,1,0,Seafood,Jayanagar,Jayanagar
Canton,Casual Dining,3.4,197,800.0,1,0,Biryani,Jayanagar,Jayanagar
Capri Gastrobar,"Bar, Casual Dining",4.3,284,1200.0,0,1,Mediterranean,Brigade Road,St. Marks Road
Capri Gastrobar,"Bar, Casual Dining",4.3,284,1200.0,0,1,Italian,Brigade Road,St. Marks Road
Capri Gastrobar,"Bar, Casual Dining",4.3,284,1200.0,0,1,Asian,Brigade Road,St. Marks Road
Capsicum Family Restaurant,Casual Dining,3.8,254,800.0,1,0,Biryani,Bannerghatta Road,BTM
Capsicum Family Restaurant,Casual Dining,3.8,254,800.0,1,0,North Indian,Bannerghatta Road,BTM
Captain Egg,Food Court,4.1,18,400.0,0,0,Fast Food,Whitefield,Whitefield
Caramel Shake,Beverage Shop,2.8,40,200.0,1,0,Beverages,Basavanagudi,BTM
Caramel Shake,Beverage Shop,2.8,40,200.0,1,0,Juices,Basavanagudi,BTM
Caramel Shake,Beverage Shop,2.8,40,200.0,1,0,Ice Cream,Basavanagudi,BTM
Caramel Whitefield,"Dessert Parlor, Quick Bites",3.7,56,1000.0,0,0,Desserts,Whitefield,Whitefield
Caramel Whitefield,"Dessert Parlor, Quick Bites",3.7,56,1000.0,0,0,Bakery,Whitefield,Whitefield
Carbon Cup,Quick Bites,3.5,12,400.0,1,0,North Indian,Malleshwaram,New BEL Road
Carbon Cup,Quick Bites,3.5,12,400.0,1,0,Arabian,Malleshwaram,New BEL Road
Carbon Cup,Quick Bites,3.5,12,400.0,1,0,Fast Food,Malleshwaram,New BEL Road
Carbon Cup,Quick Bites,3.5,12,400.0,1,0,Chinese,Malleshwaram,New BEL Road
Cardamom Pods,Quick Bites,2.8,40,450.0,1,0,North Indian,Marathahalli,Marathahalli
Cardamom Pods,Quick Bites,2.8,40,450.0,1,0,Chinese,Marathahalli,Marathahalli
Cariocake,Bakery,3.9,56,350.0,0,0,Bakery,Jayanagar,JP Nagar
Cariocake,Bakery,3.9,56,350.0,0,0,Desserts,Jayanagar,JP Nagar
Carlos Cake Cafe,Bakery,3.3,7,300.0,1,0,Bakery,Brookefield,Marathahalli
Carlos Cake Cafe,Bakery,3.3,7,300.0,1,0,Desserts,Brookefield,Marathahalli
Carnatic,Casual Dining,4.1,193,1000.0,0,1,South Indian,Residency Road,Church Street
Carnatic,Casual Dining,4.1,193,1000.0,0,1,Kerala,Residency Road,Church Street
Carnatic,Casual Dining,4.1,193,1000.0,0,1,Andhra,Residency Road,Church Street
Carnatic,Casual Dining,4.1,193,1000.0,0,1,Biryani,Residency Road,Church Street
Carnatic,Casual Dining,4.1,193,1000.0,0,1,Chettinad,Residency Road,Church Street
Carnatic,Casual Dining,4.1,193,1000.0,0,1,Konkan,Residency Road,Church Street
Carnatic,Casual Dining,4.1,193,1000.0,0,1,Mangalorean,Residency Road,Church Street
Carnival Cakes & Breads,"Bakery, Quick Bites",3.5,49,200.0,0,0,Bakery,HSR,HSR
Carnival Cakes & Breads,"Bakery, Quick Bites",3.5,49,200.0,0,0,Fast Food,HSR,HSR
Carnival de Goa,"Casual Dining, Bar",4.2,980,1000.0,1,1,Goan,Brigade Road,Ulsoor
Carnival de Goa,"Casual Dining, Bar",4.2,980,1000.0,1,1,Mangalorean,Brigade Road,Ulsoor
Carnival de Goa,"Casual Dining, Bar",4.2,980,1000.0,1,1,Pizza,Brigade Road,Ulsoor
Carrots,Casual Dining,4.1,600,1100.0,1,1,Italian,"Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
Carrots,Casual Dining,4.1,600,1100.0,1,1,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
Carrots,Casual Dining,4.1,600,1100.0,1,1,Healthy Food,"Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
Carrots,Casual Dining,4.1,600,1100.0,1,1,Desserts,"Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
Casa Express,Quick Bites,2.6,26,400.0,0,0,Chinese,Brigade Road,Residency Road
Casa Express,Quick Bites,2.6,26,400.0,0,0,Italian,Brigade Road,Residency Road
Casa Piccosa,"Casual Dining, Bar",4.1,842,1100.0,1,1,South American,Bannerghatta Road,JP Nagar
Casa Piccosa,"Casual Dining, Bar",4.1,842,1100.0,1,1,Continental,Bannerghatta Road,JP Nagar
Casa Piccosa,"Casual Dining, Bar",4.1,842,1100.0,1,1,Italian,Bannerghatta Road,JP Nagar
Casamia,Quick Bites,3.6,23,400.0,1,0,Andhra,Malleshwaram,Yeshwantpur
Casamia,Quick Bites,3.6,23,400.0,1,0,Kerala,Malleshwaram,Yeshwantpur
Casamia,Quick Bites,3.6,23,400.0,1,0,South Indian,Malleshwaram,Yeshwantpur
Cashmere Nites,Casual Dining,3.5,74,600.0,1,0,Kashmiri,"Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
Casino Hotel,Casual Dining,3.9,343,500.0,1,0,North Indian,Malleshwaram,New BEL Road
Casino Hotel,Casual Dining,3.9,343,500.0,1,0,Chinese,Malleshwaram,New BEL Road
Castle Rock,Casual Dining,3.6,172,700.0,1,0,North Indian,Banashankari,Uttarahalli
Castle Rock,Casual Dining,3.6,172,700.0,1,0,Chinese,Banashankari,Uttarahalli
Catch-up-ino,Cafe,3.9,133,800.0,1,0,Cafe,Banashankari,Banashankari
Catch-up-ino,Cafe,3.9,133,800.0,1,0,Fast Food,Banashankari,Banashankari
Catch-up-ino,Cafe,3.9,133,800.0,1,0,Continental,Banashankari,Banashankari
Catch-up-ino,Cafe,3.9,133,800.0,1,0,Chinese,Banashankari,Banashankari
Catch-up-ino,Cafe,3.9,133,800.0,1,0,Momos,Banashankari,Banashankari
Cauvery Fast Food,Quick Bites,3.2,4,150.0,0,0,Chinese,Koramangala 4th Block,Ejipura
Cauvery Hyderabadi Biriyani,Casual Dining,3.8,111,600.0,0,0,North Indian,Bellandur,Marathahalli
Cauvery Hyderabadi Biriyani,Casual Dining,3.8,111,600.0,0,0,Chinese,Bellandur,Marathahalli
Cauvery Punjabi Khana,Quick Bites,3.4,11,300.0,0,0,North Indian,Rajajinagar,Majestic
Cauvery Punjabi Khana,Quick Bites,3.4,11,300.0,0,0,South Indian,Rajajinagar,Majestic
Cave N Dine,"Casual Dining, Bar",3.1,405,800.0,1,1,North Indian,Rajajinagar,Basaveshwara Nagar
Cave N Dine,"Casual Dining, Bar",3.1,405,800.0,1,1,Chinese,Rajajinagar,Basaveshwara Nagar
Cave N Dine,"Casual Dining, Bar",3.1,405,800.0,1,1,Seafood,Rajajinagar,Basaveshwara Nagar
Cedar Bar & Dive - Hotel Presidency,Bar,3.8,49,1200.0,1,0,North Indian,Electronic City,Electronic City
Cedar Bar & Dive - Hotel Presidency,Bar,3.8,49,1200.0,1,0,Thai,Electronic City,Electronic City
Cedar Bar & Dive - Hotel Presidency,Bar,3.8,49,1200.0,1,0,Chinese,Electronic City,Electronic City
Cedar Bar & Dive - Hotel Presidency,Bar,3.8,49,1200.0,1,0,Continental,Electronic City,Electronic City
Celebrations 365,Dessert Parlor,3.3,4,350.0,1,0,Desserts,Brookefield,Brookefield
Celebrations 365,Dessert Parlor,3.3,4,350.0,1,0,Ice Cream,Brookefield,Brookefield
Celeste's Kitchen,Delivery,3.3,5,400.0,0,0,Chinese,Indiranagar,Domlur
Celeste's Kitchen,Delivery,3.3,5,400.0,0,0,Fast Food,Indiranagar,Domlur
Celeste's Kitchen,Delivery,3.3,5,400.0,0,0,North Indian,Indiranagar,Domlur
Central Cafe,"Beverage Shop, Quick Bites",3.2,4,300.0,1,0,Beverages,Marathahalli,Marathahalli
Central Cafe,"Beverage Shop, Quick Bites",3.2,4,300.0,1,0,Fast Food,Marathahalli,Marathahalli
Central Jail Restaurant,Casual Dining,3.7,420,700.0,1,0,Andhra,Jayanagar,Jayanagar
Central Jail Restaurant,Casual Dining,3.7,420,700.0,1,0,Seafood,Jayanagar,Jayanagar
Central Jail Restaurant,Casual Dining,3.7,420,700.0,1,0,North Indian,Jayanagar,Jayanagar
Central Jail Restaurant,Casual Dining,3.7,420,700.0,1,0,Chinese,Jayanagar,Jayanagar
CHAAI BEE,"Beverage Shop, Quick Bites",3.5,8,250.0,0,0,Beverages,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
CHAAI BEE,"Beverage Shop, Quick Bites",3.5,8,250.0,0,0,Fast Food,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
CHAAI BEE,"Beverage Shop, Quick Bites",3.5,8,250.0,0,0,Street Food,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
Chaai Resto,Beverage Shop,2.7,16,300.0,0,0,Beverages,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Chaarcoal,Casual Dining,4.0,444,1200.0,1,0,North Indian,Bellandur,Bellandur
Chaat Bazaar,Quick Bites,3.7,34,300.0,1,0,Street Food,Brookefield,Whitefield
Chaat Central,Food Court,3.3,4,300.0,1,0,Street Food,Bannerghatta Road,Bannerghatta Road
Chaat Central,Food Court,3.3,4,300.0,1,0,North Indian,Bannerghatta Road,Bannerghatta Road
Chaat Chatore,Quick Bites,3.1,5,300.0,0,0,Fast Food,Bannerghatta Road,Bannerghatta Road
Chaat Express,Quick Bites,3.4,15,200.0,1,0,Fast Food,Sarjapur Road,HSR
Chaat Express,Quick Bites,3.4,15,200.0,1,0,North Indian,Sarjapur Road,HSR
Chaat Junction,Quick Bites,3.6,12,200.0,0,0,Street Food,Brookefield,Whitefield
Chaat Junction,Quick Bites,3.6,12,200.0,0,0,North Indian,Brookefield,Whitefield
Chaat Junction,Quick Bites,3.6,12,200.0,0,0,Fast Food,Brookefield,Whitefield
Chaat Lounge,"Food Court, Quick Bites",3.0,16,300.0,1,0,North Indian,Malleshwaram,Yeshwantpur
Chaat Lounge,"Food Court, Quick Bites",3.0,16,300.0,1,0,Street Food,Malleshwaram,Yeshwantpur
Chaat Street,Kiosk,3.9,293,250.0,1,0,Street Food,Koramangala 5th Block,Koramangala 6th Block
Chaat Street,Kiosk,3.9,293,250.0,1,0,North Indian,Koramangala 5th Block,Koramangala 6th Block
Chaat Trail By Moti Mahal,Quick Bites,3.9,46,300.0,1,1,Street Food,HSR,HSR
Chaat Trail By Moti Mahal,Quick Bites,3.9,46,300.0,1,1,Beverages,HSR,HSR
Chaat Trail By Moti Mahal,Quick Bites,3.9,46,300.0,1,1,South Indian,HSR,HSR
Chaat Trail By Moti Mahal,Quick Bites,3.9,46,300.0,1,1,North Indian,HSR,HSR
Chaat Trail By Moti Mahal,Quick Bites,3.9,46,300.0,1,1,Ice Cream,HSR,HSR
Chaat Trail By Moti Mahal,Quick Bites,3.9,46,300.0,1,1,Mithai,HSR,HSR
Chaat Trail By Moti Mahal,Quick Bites,3.9,46,300.0,1,1,Rajasthani,HSR,HSR
Chaatimes,Quick Bites,3.4,8,200.0,1,0,Street Food,Bannerghatta Road,Bannerghatta Road
Chaatimes,Quick Bites,3.4,8,200.0,1,0,Fast Food,Bannerghatta Road,Bannerghatta Road
CHAATter Box,Quick Bites,3.4,9,250.0,1,0,South Indian,JP Nagar,Kumaraswamy Layout
CHAATter Box,Quick Bites,3.4,9,250.0,1,0,Chinese,JP Nagar,Kumaraswamy Layout
CHAATter Box,Quick Bites,3.4,9,250.0,1,0,North Indian,JP Nagar,Kumaraswamy Layout
Chaavadi,Casual Dining,3.7,38,750.0,0,0,North Indian,Indiranagar,Indiranagar
Chaavadi,Casual Dining,3.7,38,750.0,0,0,Biryani,Indiranagar,Indiranagar
Chaavadi,Casual Dining,3.7,38,750.0,0,0,Seafood,Indiranagar,Indiranagar
Chaavadi,Casual Dining,3.7,38,750.0,0,0,Chinese,Indiranagar,Indiranagar
Chaavadi,Casual Dining,3.7,38,750.0,0,0,Mangalorean,Indiranagar,Indiranagar
Cha-Cha Cha-Chi,Quick Bites,3.3,4,100.0,0,0,Fast Food,HSR,HSR
Cha-Cha Cha-Chi,Quick Bites,3.3,4,100.0,0,0,Beverages,HSR,HSR
Chacha Ka Dhaba,Quick Bites,2.8,40,400.0,0,0,North Indian,Brookefield,Whitefield
Chacha Ka Dhaba,Quick Bites,2.8,40,400.0,0,0,Chinese,Brookefield,Whitefield
Chackochi Mess,Mess,3.3,6,250.0,0,0,Kerala,HSR,Bommanahalli
Chackochi Mess,Mess,3.3,6,250.0,0,0,South Indian,HSR,Bommanahalli
Chai & Kadi,Quick Bites,3.8,30,200.0,0,0,South Indian,Indiranagar,Indiranagar
Chai Cafe,Cafe,3.9,49,200.0,0,0,Cafe,Indiranagar,Indiranagar
Chai Central,"Quick Bites, Beverage Shop",3.2,10,200.0,1,0,Tea,Frazer Town,RT Nagar
Chai Central,"Quick Bites, Beverage Shop",3.2,10,200.0,1,0,Fast Food,Frazer Town,RT Nagar
Chai Chowk,Quick Bites,3.8,81,200.0,0,0,Chinese,Koramangala 6th Block,Koramangala 7th Block
Chai Chowk,Quick Bites,3.8,81,200.0,0,0,Fast Food,Koramangala 6th Block,Koramangala 7th Block
Chai Culture,Beverage Shop,3.6,8,200.0,1,0,Beverages,Basavanagudi,Jayanagar
Chai Darbaar,Quick Bites,3.1,7,300.0,1,0,North Indian,Marathahalli,Marathahalli
Chai Darbaar,Quick Bites,3.1,7,300.0,1,0,Chinese,Marathahalli,Marathahalli
Chai Darbaar,Quick Bites,3.1,7,300.0,1,0,Fast Food,Marathahalli,Marathahalli
Chai Days,Cafe,4.4,105,200.0,1,0,Cafe,Indiranagar,Indiranagar
Chai Days,Cafe,4.4,105,200.0,1,0,Tea,Indiranagar,Indiranagar
Chai Days,Cafe,4.4,105,200.0,1,0,Beverages,Indiranagar,Indiranagar
Chai Days,Cafe,4.4,105,200.0,1,0,Fast Food,Indiranagar,Indiranagar
Chai Galli,Cafe,4.1,825,300.0,1,0,Cafe,Marathahalli,Brookefield
Chai Galli,Cafe,4.1,825,300.0,1,0,Street Food,Marathahalli,Brookefield
Chai Kada,"Beverage Shop, Quick Bites",3.6,10,400.0,0,0,Beverages,Kammanahalli,Kalyan Nagar
Chai Kada,"Beverage Shop, Quick Bites",3.6,10,400.0,0,0,Fast Food,Kammanahalli,Kalyan Nagar
Chai Ki Tapri,Cafe,3.7,16,250.0,0,0,Cafe,Brigade Road,MG Road
Chai Kraft,Beverage Shop,4.1,30,100.0,1,0,Beverages,Banashankari,Jayanagar
Chai Kraft,Beverage Shop,4.1,30,100.0,1,0,Tea,Banashankari,Jayanagar
Chai Makhan,Quick Bites,3.5,40,300.0,0,0,North Indian,Koramangala 6th Block,BTM
Chai Makhan,Quick Bites,3.5,40,300.0,0,0,Chinese,Koramangala 6th Block,BTM
Chai Makhan,Quick Bites,3.5,40,300.0,0,0,South Indian,Koramangala 6th Block,BTM
Chai Makhani,Beverage Shop,3.5,11,100.0,1,0,Beverages,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Chai Makhani,Beverage Shop,3.5,11,100.0,1,0,Tea,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Chai Mane,"Beverage Shop, Quick Bites",3.2,6,100.0,0,0,Beverages,Basavanagudi,Basavanagudi
Chai Mane,"Beverage Shop, Quick Bites",3.2,6,100.0,0,0,Sandwich,Basavanagudi,Basavanagudi
Chai Mania,Cafe,2.8,67,300.0,1,0,Cafe,Brookefield,Marathahalli
Chai Mania,Cafe,2.8,67,300.0,1,0,Tea,Brookefield,Marathahalli
Chai Mania,Cafe,2.8,67,300.0,1,0,Beverages,Brookefield,Marathahalli
Chai Masthi,Quick Bites,3.4,9,200.0,1,0,Fast Food,Indiranagar,Domlur
Chai Masthi,Quick Bites,3.4,9,200.0,1,0,Lebanese,Indiranagar,Domlur
Chai Point,Beverage Shop,3.8,94,250.0,1,0,Fast Food,Marathahalli,Marathahalli
Chai Point,Beverage Shop,3.8,94,250.0,1,0,Beverages,Marathahalli,Marathahalli
Chai Resto,Quick Bites,3.3,5,200.0,0,0,Fast Food,Indiranagar,Jeevan Bhima Nagar
Chai Resto,Quick Bites,3.3,5,200.0,0,0,Tea,Indiranagar,Jeevan Bhima Nagar
Chai Street,Beverage Shop,3.2,5,150.0,1,0,Beverages,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Chai World,Quick Bites,3.5,18,300.0,1,0,Tea,Bellandur,Sarjapur Road
Chai World,Quick Bites,3.5,18,300.0,1,0,Beverages,Bellandur,Sarjapur Road
Chai World,Quick Bites,3.5,18,300.0,1,0,Sandwich,Bellandur,Sarjapur Road
Chai World,Quick Bites,3.5,18,300.0,1,0,Fast Food,Bellandur,Sarjapur Road
Chaipatty,Cafe,3.0,1275,400.0,0,0,Cafe,Old Airport Road,Indiranagar
Chaitanya Cafe,Quick Bites,3.9,92,300.0,1,0,South Indian,Bannerghatta Road,JP Nagar
Chaitanya Cafe,Quick Bites,3.9,92,300.0,1,0,North Indian,Bannerghatta Road,JP Nagar
Chaitanya Cafe,Quick Bites,3.9,92,300.0,1,0,Fast Food,Bannerghatta Road,JP Nagar
Chaitanya Grand,Quick Bites,3.6,11,300.0,0,0,South Indian,Bannerghatta Road,Bannerghatta Road
Chaitanya Grand,Quick Bites,3.6,11,300.0,0,0,North Indian,Bannerghatta Road,Bannerghatta Road
Chaitanya Grand,Quick Bites,3.6,11,300.0,0,0,Chinese,Bannerghatta Road,Bannerghatta Road
Chaitanya Veg,Quick Bites,3.2,5,300.0,1,0,South Indian,Brigade Road,Shivajinagar
Chaithanya Andhra Style Family Restaurant,Casual Dining,3.2,4,600.0,0,0,Andhra,Brigade Road,Cunningham Road
Chaithanya Andhra Style Family Restaurant,Casual Dining,3.2,4,600.0,0,0,North Indian,Brigade Road,Cunningham Road
Chaithanya Andhra Style Family Restaurant,Casual Dining,3.2,4,600.0,0,0,Chinese,Brigade Road,Cunningham Road
Chaithanya Delicacy,Casual Dining,3.7,52,550.0,0,0,North Indian,Brigade Road,Richmond Road
Chaithanya Delicacy,Casual Dining,3.7,52,550.0,0,0,South Indian,Brigade Road,Richmond Road
Chaithanya Delicacy,Casual Dining,3.7,52,550.0,0,0,Chinese,Brigade Road,Richmond Road
Chaithanya Veg,Quick Bites,3.7,38,200.0,0,0,South Indian,Indiranagar,Indiranagar
Chaithanya Veg,Quick Bites,3.7,38,200.0,0,0,North Indian,Indiranagar,Indiranagar
Chaithanya Veg,Quick Bites,3.7,38,200.0,0,0,Chinese,Indiranagar,Indiranagar
Chaithanya Xpress,Quick Bites,3.6,12,300.0,0,0,South Indian,Indiranagar,Indiranagar
Chaithanya Xpress,Quick Bites,3.6,12,300.0,0,0,North Indian,Indiranagar,Indiranagar
Chaitra Restaurant,Quick Bites,3.7,35,700.0,1,0,North Indian,Kalyan Nagar,Kalyan Nagar
Chaitra Restaurant,Quick Bites,3.7,35,700.0,1,0,Chinese,Kalyan Nagar,Kalyan Nagar
Chaiwala,Quick Bites,3.1,53,100.0,1,0,Fast Food,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
Chaiywaala Da Dhaba,Cafe,3.7,67,250.0,1,0,Cafe,New BEL Road,New BEL Road
Chaiywaala Da Dhaba,Cafe,3.7,67,250.0,1,0,Tea,New BEL Road,New BEL Road
Chakh Le Foods,Casual Dining,3.4,257,500.0,1,1,North Indian,Indiranagar,Jeevan Bhima Nagar
Chakh Le Foods,Casual Dining,3.4,257,500.0,1,1,Mughlai,Indiranagar,Jeevan Bhima Nagar
Chakh Le Foods,Casual Dining,3.4,257,500.0,1,1,Bengali,Indiranagar,Jeevan Bhima Nagar
Chakh Le Foods,Casual Dining,3.4,257,500.0,1,1,Chinese,Indiranagar,Jeevan Bhima Nagar
Chakh Le India,Quick Bites,3.1,92,300.0,1,0,North Indian,Brookefield,Marathahalli
Chakh Le India,Quick Bites,3.1,92,300.0,1,0,Chinese,Brookefield,Marathahalli
Chakh Le India,Quick Bites,3.1,92,300.0,1,0,Rolls,Brookefield,Marathahalli
Chakum Chukum Calcutta On A Roll,Quick Bites,2.8,94,400.0,1,0,Fast Food,Old Airport Road,Indiranagar
Chakum Chukum Calcutta On A Roll,Quick Bites,2.8,94,400.0,1,0,Rolls,Old Airport Road,Indiranagar
Chalo Delhi Darbaar,Quick Bites,3.5,40,400.0,0,0,North Indian,Koramangala 6th Block,Ejipura
Chalo Delhi Darbaar,Quick Bites,3.5,40,400.0,0,0,Mughlai,Koramangala 6th Block,Ejipura
Chalo Delhi Darbaar,Quick Bites,3.5,40,400.0,0,0,Chinese,Koramangala 6th Block,Ejipura
Chamarajpet Non Veg Restaurant,Quick Bites,3.6,13,200.0,0,0,South Indian,Basavanagudi,Basavanagudi
Chamarajpet Non Veg Restaurant,Quick Bites,3.6,13,200.0,0,0,Biryani,Basavanagudi,Basavanagudi
Champaran Spice,Quick Bites,3.4,5,400.0,0,0,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
Chamrajpet Chats And Juice Corner,Quick Bites,2.8,40,150.0,0,0,Fast Food,Basavanagudi,Basavanagudi
Chamrajpet Kabab Junction,Quick Bites,3.2,4,250.0,0,0,North Indian,Basavanagudi,Basavanagudi
Chamrajpet Kabab Junction,Quick Bites,3.2,4,250.0,0,0,Mughlai,Basavanagudi,Basavanagudi
Chandni Chowk 2 Bangalore,Quick Bites,4.2,241,400.0,1,0,North Indian,Indiranagar,Jeevan Bhima Nagar
Chandni Chowk 2 Bangalore,Quick Bites,4.2,241,400.0,1,0,Rolls,Indiranagar,Jeevan Bhima Nagar
Chandrappa Hotel,Quick Bites,4.2,253,450.0,1,0,South Indian,Malleshwaram,Yeshwantpur
Chandrappa Hotel,Quick Bites,4.2,253,450.0,1,0,North Indian,Malleshwaram,Yeshwantpur
Chandrappa Hotel,Quick Bites,4.2,253,450.0,1,0,Chinese,Malleshwaram,Yeshwantpur
Chandrika Tiffins,"Takeaway, Delivery",4.0,87,300.0,1,0,North Indian,Whitefield,Whitefield
Chandrika Tiffins,"Takeaway, Delivery",4.0,87,300.0,1,0,Street Food,Whitefield,Whitefield
Chandrima's Kitchen,"Takeaway, Delivery",3.7,38,400.0,1,0,Bengali,Bannerghatta Road,Bannerghatta Road
Chandrima's Kitchen,"Takeaway, Delivery",3.7,38,400.0,1,0,North Indian,Bannerghatta Road,Bannerghatta Road
Chandu Dhaba,Quick Bites,3.8,40,250.0,0,0,Street Food,HSR,HSR
Chandu Dhaba,Quick Bites,3.8,40,250.0,0,0,Chinese,HSR,HSR
Chandu Dhaba,Quick Bites,3.8,40,250.0,0,0,Fast Food,HSR,HSR
Chandus Delux,Casual Dining,3.9,81,600.0,1,0,South Indian,Malleshwaram,Malleshwaram
Chandus Delux,Casual Dining,3.9,81,600.0,1,0,North Indian,Malleshwaram,Malleshwaram
Chandus Delux,Casual Dining,3.9,81,600.0,1,0,Seafood,Malleshwaram,Malleshwaram
Chandus Delux,Casual Dining,3.9,81,600.0,1,0,Chinese,Malleshwaram,Malleshwaram
Chandus Hotel,Quick Bites,3.0,12,200.0,0,0,South Indian,Rajajinagar,Basaveshwara Nagar
Chantilly,"Cafe, Bakery",4.1,114,450.0,1,0,Cafe,Indiranagar,Indiranagar
Chantilly,"Cafe, Bakery",4.1,114,450.0,1,0,Bakery,Indiranagar,Indiranagar
Chapati House,Quick Bites,3.9,33,300.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",Ejipura
Charcoal Eats,Quick Bites,4.0,54,500.0,1,0,Mughlai,HSR,HSR
Charcoal Eats,Quick Bites,4.0,54,500.0,1,0,Biryani,HSR,HSR
Charcoal Eats,Quick Bites,4.0,54,500.0,1,0,Fast Food,HSR,HSR
C-harge by Chefkraft,Cafe,3.4,7,600.0,0,0,Cafe,Indiranagar,Indiranagar
C-harge by Chefkraft,Cafe,3.4,7,600.0,0,0,Continental,Indiranagar,Indiranagar
Charlee's Chicken,Quick Bites,3.2,34,300.0,1,0,Rolls,Bannerghatta Road,Bannerghatta Road
Charlee's Chicken,Quick Bites,3.2,34,300.0,1,0,Chinese,Bannerghatta Road,Bannerghatta Road
Charlee's Chicken,Quick Bites,3.2,34,300.0,1,0,Fast Food,Bannerghatta Road,Bannerghatta Road
Charlie Fast Food & Restaurant,Quick Bites,2.8,40,300.0,0,0,Chinese,Malleshwaram,Rajajinagar
Charlie Fast Food & Restaurant,Quick Bites,2.8,40,300.0,0,0,Fast Food,Malleshwaram,Rajajinagar
Charminar Kabab Paradise,Casual Dining,4.0,104,500.0,1,0,North Indian,Brigade Road,Frazer Town
Charminar Kabab Paradise,Casual Dining,4.0,104,500.0,1,0,Chinese,Brigade Road,Frazer Town
Charminar Kabab Paradise,Casual Dining,4.0,104,500.0,1,0,Mughlai,Brigade Road,Frazer Town
Charminar Kabab Paradise,Casual Dining,4.0,104,500.0,1,0,Kebab,Brigade Road,Frazer Town
Chashni Sweets,Sweet Shop,3.4,8,200.0,0,0,Mithai,Brookefield,Whitefield
Chashni Sweets,Sweet Shop,3.4,8,200.0,0,0,Street Food,Brookefield,Whitefield
Chaska Bun,Quick Bites,4.2,166,300.0,1,0,Fast Food,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Chatar Patar,Quick Bites,3.6,65,300.0,0,0,Fast Food,Jayanagar,Banashankari
Chatar Patar,Quick Bites,3.6,65,300.0,0,0,Street Food,Jayanagar,Banashankari
Chatora,Quick Bites,3.5,108,300.0,1,0,North Indian,Brookefield,Marathahalli
Chatora,Quick Bites,3.5,108,300.0,1,0,Fast Food,Brookefield,Marathahalli
Chatora,Quick Bites,3.5,108,300.0,1,0,Street Food,Brookefield,Marathahalli
Chatora Singh,Quick Bites,3.9,44,200.0,1,0,North Indian,Old Airport Road,Old Airport Road
Chatora Singh,Quick Bites,3.9,44,200.0,1,0,Fast Food,Old Airport Road,Old Airport Road
Chatorezz,Quick Bites,3.6,26,250.0,1,0,North Indian,Bellandur,Marathahalli
Chatorezz,Quick Bites,3.6,26,250.0,1,0,Chinese,Bellandur,Marathahalli
Chatori Gali,Casual Dining,2.9,51,600.0,0,0,North Indian,Bannerghatta Road,JP Nagar
Chatori Gali,Casual Dining,2.9,51,600.0,0,0,Street Food,Bannerghatta Road,JP Nagar
Chatori Tongue,Quick Bites,3.9,65,100.0,1,0,Street Food,Sarjapur Road,Sarjapur Road
Chatorr,Quick Bites,2.9,78,400.0,0,0,Fast Food,Bellandur,Bellandur
Chatorr,Quick Bites,2.9,78,400.0,0,0,Street Food,Bellandur,Bellandur
Chatpata,Food Court,3.2,4,500.0,0,0,Street Food,Brookefield,Brookefield
Chatpata Chaat Station,Quick Bites,3.5,19,500.0,0,0,North Indian,Marathahalli,Marathahalli
Chatpata Chaat Station,Quick Bites,3.5,19,500.0,0,0,Street Food,Marathahalli,Marathahalli
Chatpata Chaat Station,Quick Bites,3.5,19,500.0,0,0,Chinese,Marathahalli,Marathahalli
Chatpata India,Food Court,3.9,40,400.0,1,0,North Indian,Brookefield,Whitefield
Chatpatlal Sweets & Snacks,"Quick Bites, Sweet Shop",4.1,342,200.0,1,0,Street Food,Whitefield,Marathahalli
Chatpatlal Sweets & Snacks,"Quick Bites, Sweet Shop",4.1,342,200.0,1,0,Mithai,Whitefield,Marathahalli
Chatpatlal Sweets & Snacks,"Quick Bites, Sweet Shop",4.1,342,200.0,1,0,North Indian,Whitefield,Marathahalli
Chatpatlal Sweets & Snacks,"Quick Bites, Sweet Shop",4.1,342,200.0,1,0,Beverages,Whitefield,Marathahalli
